TXNAME	GENEID
lcl|BK006941.2_mrna_2004	YGL235W
lcl|BK006941.2_mrna_2005	YGL234W
lcl|BK006941.2_mrna_2006	YGL233W
lcl|BK006941.2_mrna_2007	YGL232W
lcl|BK006941.2_mrna_2008	YGL231C
lcl|BK006941.2_mrna_2009	YGL230C
lcl|BK006941.2_mrna_2010	YGL229C
lcl|BK006941.2_mrna_2011	YGL228W
lcl|BK006941.2_mrna_2012	YGL227W
lcl|BK006941.2_mrna_2013	YGL226C-A
lcl|BK006941.2_mrna_2014	YGL226W
lcl|BK006941.2_trna_2015	tV(AAC)G3
lcl|BK006941.2_mrna_2016	YGL225W
lcl|BK006941.2_mrna_2017	YGL224C
lcl|BK006941.2_mrna_2018	YGL223C
lcl|BK006941.2_mrna_2019	YGL222C
lcl|BK006941.2_mrna_2020	YGL221C
lcl|BK006941.2_mrna_2021	YGL220W
lcl|BK006941.2_mrna_2022	YGL219C
lcl|BK006941.2_mrna_2023	YGL216W
lcl|BK006941.2_mrna_2024	YGL215W
lcl|BK006941.2_mrna_2025	YGL213C
lcl|BK006941.2_mrna_2026	YGL212W
lcl|BK006941.2_mrna_2027	YGL211W
lcl|BK006941.2_mrna_2028	YGL210W
lcl|BK006941.2_mrna_2029	YGL209W
lcl|BK006941.2_mrna_2030	YGL208W
lcl|BK006941.2_mrna_2031	YGL207W
lcl|BK006941.2_mrna_2032	YGL206C
lcl|BK006941.2_mrna_2033	YGL205W
lcl|BK006941.2_trna_2034	tH(GUG)G1
lcl|BK006941.2_mrna_2035	YGL204C
lcl|BK006941.2_mrna_2036	YGL203C
lcl|BK006941.2_trna_2037	tK(UUU)G1
lcl|BK006941.2_mrna_2038	YGL202W
lcl|BK006941.2_mrna_2039	YGL201C
lcl|BK006941.2_trna_2040	tK(CUU)G1
lcl|BK006941.2_mrna_2041	YGL200C
lcl|BK006941.2_mrna_2042	YGL198W
lcl|BK006941.2_mrna_2043	YGL197W
lcl|BK006941.2_mrna_2044	YGL196W
lcl|BK006941.2_mrna_2045	YGL195W
lcl|BK006941.2_mrna_2046	YGL194C-A
lcl|BK006941.2_mrna_2047	YGL194C
lcl|BK006941.2_ncrna_2048	RME2
lcl|BK006941.2_mrna_2049	YGL193C
lcl|BK006941.2_mrna_2050	YGL192W
lcl|BK006941.2_mrna_2051	YGL191W
lcl|BK006941.2_mrna_2052	YGL190C
lcl|BK006941.2_mrna_2053	YGL189C
lcl|BK006941.2_mrna_2054	YGL188C-A
lcl|BK006941.2_mrna_2055	YGL187C
lcl|BK006941.2_mrna_2056	YGL186C
lcl|BK006941.2_mrna_2057	YGL185C
lcl|BK006941.2_mrna_2058	YGL184C
lcl|BK006941.2_mrna_2059	YGL183C
lcl|BK006941.2_mrna_2060	YGL181W
lcl|BK006941.2_mrna_2061	YGL180W
lcl|BK006941.2_mrna_2062	YGL179C
lcl|BK006941.2_mrna_2063	YGL178W
lcl|BK006941.2_mrna_2064	YGL176C
lcl|BK006941.2_mrna_2065	YGL175C
lcl|BK006941.2_mrna_2066	YGL174W
lcl|BK006941.2_mrna_2067	YGL173C
lcl|BK006941.2_mrna_2068	YGL172W
lcl|BK006941.2_mrna_2069	YGL171W
lcl|BK006941.2_mrna_2070	YGL170C
lcl|BK006941.2_trna_2071	tK(CUU)G2
lcl|BK006941.2_mrna_2072	YGL169W
lcl|BK006941.2_mrna_2073	YGL168W
lcl|BK006941.2_mrna_2074	YGL167C
lcl|BK006941.2_mrna_2075	YGL166W
lcl|BK006941.2_mrna_2076	YGL164C
lcl|BK006941.2_mrna_2077	YGL163C
lcl|BK006941.2_mrna_2078	YGL162W
lcl|BK006941.2_mrna_2079	YGL161C
lcl|BK006941.2_mrna_2080	YGL160W
lcl|BK006941.2_mrna_2081	YGL159W
lcl|BK006941.2_trna_2082	tL(CAA)G1
lcl|BK006941.2_mrna_2083	YGL158W
lcl|BK006941.2_mrna_2084	YGL157W
lcl|BK006941.2_mrna_2085	YGL156W
lcl|BK006941.2_mrna_2086	YGL155W
lcl|BK006941.2_mrna_2087	YGL154C
lcl|BK006941.2_mrna_2088	YGL153W
lcl|BK006941.2_mrna_2089	YGL151W
lcl|BK006941.2_mrna_2090	YGL150C
lcl|BK006941.2_mrna_2091	YGL149W
lcl|BK006941.2_mrna_2092	YGL148W
lcl|BK006941.2_mrna_2093	YGL147C
lcl|BK006941.2_mrna_2094	YGL146C
lcl|BK006941.2_mrna_2095	YGL145W
lcl|BK006941.2_mrna_2096	YGL144C
lcl|BK006941.2_mrna_2097	YGL143C
lcl|BK006941.2_mrna_2098	YGL142C
lcl|BK006941.2_mrna_2099	YGL141W
lcl|BK006941.2_mrna_2100	YGL140C
lcl|BK006941.2_mrna_2101	YGL139W
lcl|BK006941.2_mrna_2102	YGL138C
lcl|BK006941.2_mrna_2103	YGL137W
lcl|BK006941.2_mrna_2104	YGL136C
lcl|BK006941.2_mrna_2105	YGL135W
lcl|BK006941.2_mrna_2106	YGL134W
lcl|BK006941.2_mrna_2107	YGL133W
lcl|BK006941.2_mrna_2108	YGL131C
lcl|BK006941.2_mrna_2109	YGL130W
lcl|BK006941.2_mrna_2110	YGL129C
lcl|BK006941.2_mrna_2111	YGL128C
lcl|BK006941.2_mrna_2112	YGL127C
lcl|BK006941.2_mrna_2113	YGL126W
lcl|BK006941.2_mrna_2114	YGL125W
lcl|BK006941.2_mrna_2115	YGL124C
lcl|BK006941.2_mrna_2116	YGL123W
lcl|BK006941.2_mrna_2117	YGL122C
lcl|BK006941.2_mrna_2118	YGL121C
lcl|BK006941.2_mrna_2119	YGL120C
lcl|BK006941.2_mrna_2120	YGL119W
lcl|BK006941.2_trna_2121	tW(CCA)G1
lcl|BK006941.2_mrna_2122	YGL118C
lcl|BK006941.2_mrna_2123	YGL117W
lcl|BK006941.2_mrna_2124	YGL116W
lcl|BK006941.2_mrna_2125	YGL115W
lcl|BK006941.2_mrna_2126	YGL114W
lcl|BK006941.2_mrna_2127	YGL113W
lcl|BK006941.2_mrna_2128	YGL112C
lcl|BK006941.2_mrna_2129	YGL111W
lcl|BK006941.2_mrna_2130	YGL110C
lcl|BK006941.2_mrna_2131	YGL108C
lcl|BK006941.2_mrna_2132	YGL107C
lcl|BK006941.2_mrna_2133	YGL106W
lcl|BK006941.2_mrna_2134	YGL105W
lcl|BK006941.2_mrna_2135	YGL104C
lcl|BK006941.2_mrna_2136	YGL103W
lcl|BK006941.2_mrna_2137	YGL101W
lcl|BK006941.2_mrna_2138	YGL100W
lcl|BK006941.2_mrna_2139	YGL099W
lcl|BK006941.2_ncrna_2140	snR82
lcl|BK006941.2_mrna_2141	YGL098W
lcl|BK006941.2_trna_2142	tH(GUG)G2
lcl|BK006941.2_mrna_2143	YGL097W
lcl|BK006941.2_mrna_2144	YGL096W
lcl|BK006941.2_trna_2145	tE(UUC)G1
lcl|BK006941.2_mrna_2146	YGL095C
lcl|BK006941.2_mrna_2147	YGL094C
lcl|BK006941.2_mrna_2148	YGL093W
lcl|BK006941.2_mrna_2149	YGL092W
lcl|BK006941.2_mrna_2150	YGL091C
lcl|BK006941.2_mrna_2151	YGL090W
lcl|BK006941.2_mrna_2152	YGL089C
lcl|BK006941.2_mrna_2153	YGL088W
lcl|BK006941.2_ncrna_2154	snR10
lcl|BK006941.2_mrna_2155	YGL087C
lcl|BK006941.2_mrna_2156	YGL086W
lcl|BK006941.2_mrna_2157	YGL085W
lcl|BK006941.2_mrna_2158	YGL084C
lcl|BK006941.2_mrna_2159	YGL083W
lcl|BK006941.2_mrna_2160	YGL082W
lcl|BK006941.2_mrna_2161	YGL081W
lcl|BK006941.2_mrna_2162	YGL080W
lcl|BK006941.2_mrna_2163	YGL079W
lcl|BK006941.2_mrna_2164	YGL078C
lcl|BK006941.2_mrna_2165	YGL077C
lcl|BK006941.2_mrna_2166	YGL076C
lcl|BK006941.2_ncrna_2167	snR39
lcl|BK006941.2_ncrna_2168	snR39B
lcl|BK006941.2_mrna_2169	YGL075C
lcl|BK006941.2_mrna_2170	YGL073W
lcl|BK006941.2_mrna_2171	YGL071W
lcl|BK006941.2_mrna_2172	YGL070C
lcl|BK006941.2_mrna_2173	YGL068W
lcl|BK006941.2_mrna_2174	YGL067W
lcl|BK006941.2_mrna_2175	YGL066W
lcl|BK006941.2_mrna_2176	YGL065C
lcl|BK006941.2_mrna_2177	YGL064C
lcl|BK006941.2_mrna_2178	YGL063W
lcl|BK006941.2_mrna_2179	YGL062W
lcl|BK006941.2_mrna_2180	YGL061C
lcl|BK006941.2_mrna_2181	YGL060W
lcl|BK006941.2_mrna_2182	YGL059W
lcl|BK006941.2_mrna_2183	YGL058W
lcl|BK006941.2_mrna_2184	YGL057C
lcl|BK006941.2_mrna_2185	YGL056C
lcl|BK006941.2_mrna_2186	YGL055W
lcl|BK006941.2_mrna_2187	YGL054C
lcl|BK006941.2_trna_2188	tE(UUC)G2
lcl|BK006941.2_mrna_2189	YGL053W
lcl|BK006941.2_mrna_2190	YGL051W
lcl|BK006941.2_trna_2191	tR(UCU)G1
lcl|BK006941.2_mrna_2192	YGL050W
lcl|BK006941.2_mrna_2193	YGL049C
lcl|BK006941.2_mrna_2194	YGL048C
lcl|BK006941.2_mrna_2195	YGL047W
lcl|BK006941.2_trna_2196	tV(AAC)G1
lcl|BK006941.2_mrna_2197	YGL045W
lcl|BK006941.2_mrna_2198	YGL044C
lcl|BK006941.2_mrna_2199	YGL043W
lcl|BK006941.2_mrna_2200	YGL041C-B
lcl|BK006941.2_mrna_2201	YGL041W-A
lcl|BK006941.2_mrna_2202	YGL040C
lcl|BK006941.2_trna_2203	tL(CAA)G2
lcl|BK006941.2_mrna_2204	YGL039W
lcl|BK006941.2_mrna_2205	YGL038C
lcl|BK006941.2_mrna_2206	YGL037C
lcl|BK006941.2_mrna_2207	YGL036W
lcl|BK006941.2_mrna_2208	YGL035C
lcl|BK006941.2_mrna_2209	YGL034C
lcl|BK006941.2_mrna_2210	YGL033W
lcl|BK006941.2_mrna_2211	YGL032C
lcl|BK006941.2_mrna_2212	YGL031C
lcl|BK006941.2_mrna_2213	YGL030W
lcl|BK006941.2_mrna_2214	YGL029W
lcl|BK006941.2_trna_2215	tF(GAA)G
lcl|BK006941.2_mrna_2216	YGL028C
lcl|BK006941.2_mrna_2217	YGL027C
lcl|BK006941.2_mrna_2218	YGL026C
lcl|BK006941.2_mrna_2219	YGL025C
lcl|BK006941.2_mrna_2220	YGL023C
lcl|BK006941.2_mrna_2221	YGL022W
lcl|BK006941.2_mrna_2222	YGL021W
lcl|BK006941.2_mrna_2223	YGL020C
lcl|BK006941.2_mrna_2224	YGL019W
lcl|BK006941.2_mrna_2225	YGL018C
lcl|BK006941.2_mrna_2226	YGL017W
lcl|BK006941.2_mrna_2227	YGL016W
lcl|BK006941.2_mrna_2228	YGL015C
lcl|BK006941.2_mrna_2229	YGL014W
lcl|BK006941.2_mrna_2230	YGL013C
lcl|BK006941.2_mrna_2231	YGL012W
lcl|BK006941.2_mrna_2232	YGL011C
lcl|BK006941.2_mrna_2233	YGL010W
lcl|BK006941.2_mrna_2234	YGL009C
lcl|BK006941.2_mrna_2235	YGL008C
lcl|BK006941.2_mrna_2236	YGL007C-A
lcl|BK006941.2_mrna_2237	YGL007W
lcl|BK006941.2_mrna_2238	YGL006W-A
lcl|BK006941.2_mrna_2239	YGL006W
lcl|BK006941.2_mrna_2240	YGL005C
lcl|BK006941.2_mrna_2241	YGL004C
lcl|BK006941.2_mrna_2242	YGL003C
lcl|BK006941.2_mrna_2243	YGL002W
lcl|BK006941.2_mrna_2244	YGL001C
lcl|BK006941.2_mrna_2245	YGR001C
lcl|BK006941.2_mrna_2246	YGR002C
lcl|BK006941.2_mrna_2247	YGR003W
lcl|BK006941.2_mrna_2248	YGR004W
lcl|BK006941.2_mrna_2249	YGR005C
lcl|BK006941.2_mrna_2250	YGR006W
lcl|BK006941.2_mrna_2251	YGR007W
lcl|BK006941.2_mrna_2252	YGR008C
lcl|BK006941.2_mrna_2253	YGR009C
lcl|BK006941.2_mrna_2254	YGR010W
lcl|BK006941.2_mrna_2255	YGR012W
lcl|BK006941.2_mrna_2256	YGR013W
lcl|BK006941.2_mrna_2257	YGR014W
lcl|BK006941.2_mrna_2258	YGR015C
lcl|BK006941.2_mrna_2259	YGR016W
lcl|BK006941.2_mrna_2260	YGR017W
lcl|BK006941.2_mrna_2261	YGR018C
lcl|BK006941.2_mrna_2262	YGR019W
lcl|BK006941.2_mrna_2263	YGR020C
lcl|BK006941.2_mrna_2264	YGR021W
lcl|BK006941.2_mrna_2265	YGR023W
lcl|BK006941.2_trna_2266	tD(GUC)G1
lcl|BK006941.2_mrna_2267	YGR024C
lcl|BK006941.2_mrna_2268	YGR025W
lcl|BK006941.2_mrna_2269	YGR026W
lcl|BK006941.2_mrna_2270	YGR027C
lcl|BK006941.2_mrna_2271	YGR027W-B
lcl|BK006941.2_mrna_2272	YGR027W-A
lcl|BK006941.2_trna_2273	tE(UUC)G3
lcl|BK006941.2_mrna_2274	YGR028W
lcl|BK006941.2_mrna_2275	YGR029W
lcl|BK006941.2_trna_2276	tD(GUC)G2
lcl|BK006941.2_ncrna_2277	snR46
lcl|BK006941.2_mrna_2278	YGR030C
lcl|BK006941.2_mrna_2279	YGR031W
lcl|BK006941.2_mrna_2280	YGR031C-A
lcl|BK006941.2_mrna_2281	YGR032W
lcl|BK006941.2_mrna_2282	YGR033C
lcl|BK006941.2_mrna_2283	YGR034W
lcl|BK006941.2_mrna_2284	YGR035C
lcl|BK006941.2_mrna_2285	YGR035W-A
lcl|BK006941.2_mrna_2286	YGR036C
lcl|BK006941.2_mrna_2287	YGR037C
lcl|BK006941.2_mrna_2288	YGR038W
lcl|BK006941.2_trna_2289	tS(AGA)G
lcl|BK006941.2_mrna_2290	YGR038C-B
lcl|BK006941.2_mrna_2291	YGR038C-A
lcl|BK006941.2_mrna_2292	YGR039W
lcl|BK006941.2_mrna_2293	YGR040W
lcl|BK006941.2_mrna_2294	YGR041W
lcl|BK006941.2_mrna_2295	YGR042W
lcl|BK006941.2_mrna_2296	YGR043C
lcl|BK006941.2_mrna_2297	YGR044C
lcl|BK006941.2_mrna_2298	YGR045C
lcl|BK006941.2_mrna_2299	YGR046W
lcl|BK006941.2_mrna_2300	YGR047C
lcl|BK006941.2_mrna_2301	YGR048W
lcl|BK006941.2_mrna_2302	YGR049W
lcl|BK006941.2_mrna_2303	YGR050C
lcl|BK006941.2_mrna_2304	YGR052W
lcl|BK006941.2_mrna_2305	YGR053C
lcl|BK006941.2_mrna_2306	YGR054W
lcl|BK006941.2_mrna_2307	YGR055W
lcl|BK006941.2_mrna_2308	YGR056W
lcl|BK006941.2_mrna_2309	YGR057C
lcl|BK006941.2_mrna_2310	YGR058W
lcl|BK006941.2_mrna_2311	YGR059W
lcl|BK006941.2_ncrna_2312	snR48
lcl|BK006941.2_mrna_2313	YGR060W
lcl|BK006941.2_mrna_2314	YGR061C
lcl|BK006941.2_mrna_2315	YGR062C
lcl|BK006941.2_mrna_2316	YGR063C
lcl|BK006941.2_mrna_2317	YGR065C
lcl|BK006941.2_mrna_2318	YGR066C
lcl|BK006941.2_mrna_2319	YGR067C
lcl|BK006941.2_mrna_2320	YGR068C
lcl|BK006941.2_mrna_2321	YGR070W
lcl|BK006941.2_mrna_2322	YGR071C
lcl|BK006941.2_mrna_2323	YGR072W
lcl|BK006941.2_mrna_2324	YGR074W
lcl|BK006941.2_mrna_2325	YGR075C
lcl|BK006941.2_mrna_2326	YGR076C
lcl|BK006941.2_mrna_2327	YGR077C
lcl|BK006941.2_mrna_2328	YGR078C
lcl|BK006941.2_mrna_2329	YGR079W
lcl|BK006941.2_mrna_2330	YGR080W
lcl|BK006941.2_mrna_2331	YGR081C
lcl|BK006941.2_mrna_2332	YGR082W
lcl|BK006941.2_mrna_2333	YGR083C
lcl|BK006941.2_mrna_2334	YGR084C
lcl|BK006941.2_mrna_2335	YGR085C
lcl|BK006941.2_mrna_2336	YGR086C
lcl|BK006941.2_mrna_2337	YGR087C
lcl|BK006941.2_mrna_2338	YGR088W
lcl|BK006941.2_mrna_2339	YGR089W
lcl|BK006941.2_trna_2340	tT(UGU)G1
lcl|BK006941.2_mrna_2341	YGR090W
lcl|BK006941.2_mrna_2342	YGR091W
lcl|BK006941.2_mrna_2343	YGR092W
lcl|BK006941.2_mrna_2344	YGR093W
lcl|BK006941.2_mrna_2345	YGR094W
lcl|BK006941.2_mrna_2346	YGR095C
lcl|BK006941.2_mrna_2347	YGR096W
lcl|BK006941.2_mrna_2348	YGR097W
lcl|BK006941.2_mrna_2349	YGR098C
lcl|BK006941.2_mrna_2350	YGR099W
lcl|BK006941.2_mrna_2351	YGR100W
lcl|BK006941.2_mrna_2352	YGR101W
lcl|BK006941.2_mrna_2353	YGR102C
lcl|BK006941.2_mrna_2354	YGR103W
lcl|BK006941.2_mrna_2355	YGR104C
lcl|BK006941.2_mrna_2356	YGR105W
lcl|BK006941.2_mrna_2357	YGR106C
lcl|BK006941.2_trna_2358	tL(GAG)G
lcl|BK006941.2_trna_2359	tK(UUU)G2
lcl|BK006941.2_mrna_2360	YGR108W
lcl|BK006941.2_mrna_2361	YGR109C
lcl|BK006941.2_trna_2362	tC(GCA)G
lcl|BK006941.2_mrna_2363	YGR109W-B
lcl|BK006941.2_mrna_2364	YGR109W-A
lcl|BK006941.2_mrna_2365	YGR110W
lcl|BK006941.2_mrna_2366	YGR111W
lcl|BK006941.2_mrna_2367	YGR112W
lcl|BK006941.2_mrna_2368	YGR113W
lcl|BK006941.2_mrna_2369	YGR116W
lcl|BK006941.2_mrna_2370	YGR117C
lcl|BK006941.2_mrna_2371	YGR118W
lcl|BK006941.2_mrna_2372	YGR119C
lcl|BK006941.2_mrna_2373	YGR120C
lcl|BK006941.2_trna_2374	tN(GUU)G
lcl|BK006941.2_mrna_2375	YGR121C
lcl|BK006941.2_mrna_2376	YGR121W-A
lcl|BK006941.2_mrna_2377	YGR122W
lcl|BK006941.2_trna_2378	tR(UCU)G3
lcl|BK006941.2_mrna_2379	YGR123C
lcl|BK006941.2_trna_2380	tI(AAU)G
lcl|BK006941.2_mrna_2381	YGR124W
lcl|BK006941.2_mrna_2382	YGR125W
lcl|BK006941.2_mrna_2383	YGR126W
lcl|BK006941.2_mrna_2384	YGR127W
lcl|BK006941.2_mrna_2385	YGR128C
lcl|BK006941.2_mrna_2386	YGR129W
lcl|BK006941.2_mrna_2387	YGR130C
lcl|BK006941.2_mrna_2388	YGR131W
lcl|BK006941.2_mrna_2389	YGR132C
lcl|BK006941.2_mrna_2390	YGR133W
lcl|BK006941.2_mrna_2391	YGR134W
lcl|BK006941.2_mrna_2392	YGR135W
lcl|BK006941.2_mrna_2393	YGR136W
lcl|BK006941.2_mrna_2394	YGR138C
lcl|BK006941.2_mrna_2395	YGR140W
lcl|BK006941.2_mrna_2396	YGR141W
lcl|BK006941.2_mrna_2397	YGR142W
lcl|BK006941.2_trna_2398	tA(AGC)G
lcl|BK006941.2_mrna_2399	YGR143W
lcl|BK006941.2_trna_2400	tG(UCC)G
lcl|BK006941.2_mrna_2401	YGR144W
lcl|BK006941.2_mrna_2402	YGR145W
lcl|BK006941.2_mrna_2403	YGR146C
lcl|BK006941.2_mrna_2404	YGR146C-A
lcl|BK006941.2_mrna_2405	YGR147C
lcl|BK006941.2_mrna_2406	YGR148C
lcl|BK006941.2_mrna_2407	YGR149W
lcl|BK006941.2_mrna_2408	YGR150C
lcl|BK006941.2_trna_2409	tA(UGC)G
lcl|BK006941.2_mrna_2410	YGR152C
lcl|BK006941.2_mrna_2411	YGR153W
lcl|BK006941.2_mrna_2412	YGR154C
lcl|BK006941.2_mrna_2413	YGR155W
lcl|BK006941.2_mrna_2414	YGR156W
lcl|BK006941.2_mrna_2415	YGR157W
lcl|BK006941.2_mrna_2416	YGR158C
lcl|BK006941.2_mrna_2417	YGR159C
lcl|BK006941.2_mrna_2418	YGR161C
lcl|BK006941.2_mrna_2419	YGR161W-C
lcl|BK006941.2_mrna_2420	YGR161W-B
lcl|BK006941.2_mrna_2421	YGR161W-A
lcl|BK006941.2_mrna_2422	YGR161C-D
lcl|BK006941.2_mrna_2423	YGR161C-C
lcl|BK006941.2_trna_2424	tV(AAC)G2
lcl|BK006941.2_mrna_2425	YGR162W
lcl|BK006941.2_mrna_2426	YGR163W
lcl|BK006941.2_mrna_2427	YGR164W
lcl|BK006941.2_trna_2428	tR(UCU)G2
lcl|BK006941.2_mrna_2429	YGR165W
lcl|BK006941.2_mrna_2430	YGR166W
lcl|BK006941.2_mrna_2431	YGR167W
lcl|BK006941.2_mrna_2432	YGR168C
lcl|BK006941.2_mrna_2433	YGR169C
lcl|BK006941.2_mrna_2434	YGR169C-A
lcl|BK006941.2_mrna_2435	YGR170W
lcl|BK006941.2_mrna_2436	YGR171C
lcl|BK006941.2_mrna_2437	YGR172C
lcl|BK006941.2_mrna_2438	YGR173W
lcl|BK006941.2_trna_2439	tG(GCC)G1
lcl|BK006941.2_mrna_2440	YGR174C
lcl|BK006941.2_mrna_2441	YGR174W-A
lcl|BK006941.2_mrna_2442	YGR175C
lcl|BK006941.2_mrna_2443	YGR177C
lcl|BK006941.2_mrna_2444	YGR178C
lcl|BK006941.2_mrna_2445	YGR179C
lcl|BK006941.2_mrna_2446	YGR180C
lcl|BK006941.2_trna_2447	tL(CAA)G3
lcl|BK006941.2_mrna_2448	YGR181W
lcl|BK006941.2_mrna_2449	YGR183C
lcl|BK006941.2_mrna_2450	YGR184C
lcl|BK006941.2_mrna_2451	YGR185C
lcl|BK006941.2_mrna_2452	YGR186W
lcl|BK006941.2_mrna_2453	YGR187C
lcl|BK006941.2_mrna_2454	YGR188C
lcl|BK006941.2_trna_2455	tK(CUU)G3
lcl|BK006941.2_mrna_2456	YGR189C
lcl|BK006941.2_trna_2457	tW(CCA)G2
lcl|BK006941.2_mrna_2458	YGR191W
lcl|BK006941.2_mrna_2459	YGR192C
lcl|BK006941.2_mrna_2460	YGR193C
lcl|BK006941.2_mrna_2461	YGR194C
lcl|BK006941.2_mrna_2462	YGR195W
lcl|BK006941.2_mrna_2463	YGR196C
lcl|BK006941.2_mrna_2464	YGR197C
lcl|BK006941.2_mrna_2465	YGR198W
lcl|BK006941.2_mrna_2466	YGR199W
lcl|BK006941.2_mrna_2467	YGR200C
lcl|BK006941.2_mrna_2468	YGR201C
lcl|BK006941.2_mrna_2469	YGR202C
lcl|BK006941.2_mrna_2470	YGR203W
lcl|BK006941.2_mrna_2471	YGR204W
lcl|BK006941.2_mrna_2472	YGR204C-A
lcl|BK006941.2_mrna_2473	YGR205W
lcl|BK006941.2_mrna_2474	YGR206W
lcl|BK006941.2_mrna_2475	YGR207C
lcl|BK006941.2_mrna_2476	YGR208W
lcl|BK006941.2_mrna_2477	YGR209C
lcl|BK006941.2_mrna_2478	YGR210C
lcl|BK006941.2_mrna_2479	YGR211W
lcl|BK006941.2_mrna_2480	YGR212W
lcl|BK006941.2_mrna_2481	YGR213C
lcl|BK006941.2_mrna_2482	YGR214W
lcl|BK006941.2_mrna_2483	YGR215W
lcl|BK006941.2_mrna_2484	YGR216C
lcl|BK006941.2_mrna_2485	YGR217W
lcl|BK006941.2_trna_2486	tG(GCC)G2
lcl|BK006941.2_mrna_2487	YGR218W
lcl|BK006941.2_mrna_2488	YGR220C
lcl|BK006941.2_mrna_2489	YGR221C
lcl|BK006941.2_ncrna_2490	snR7-L
lcl|BK006941.2_ncrna_2491	snR7-S
lcl|BK006941.2_mrna_2492	YGR222W
lcl|BK006941.2_mrna_2493	YGR223C
lcl|BK006941.2_mrna_2494	YGR224W
lcl|BK006941.2_mrna_2495	YGR225W
lcl|BK006941.2_mrna_2496	YGR227W
lcl|BK006941.2_mrna_2497	YGR229C
lcl|BK006941.2_mrna_2498	YGR230W
lcl|BK006941.2_mrna_2499	YGR231C
lcl|BK006941.2_mrna_2500	YGR232W
lcl|BK006941.2_mrna_2501	YGR233C
lcl|BK006941.2_mrna_2502	YGR234W
lcl|BK006941.2_mrna_2503	YGR235C
lcl|BK006941.2_mrna_2504	YGR236C
lcl|BK006941.2_mrna_2505	YGR237C
lcl|BK006941.2_mrna_2506	YGR238C
lcl|BK006941.2_mrna_2507	YGR239C
lcl|BK006941.2_mrna_2508	YGR240C
lcl|BK006941.2_mrna_2509	YGR240C-A
lcl|BK006941.2_mrna_2510	YGR241C
lcl|BK006941.2_mrna_2511	YGR243W
lcl|BK006941.2_mrna_2512	YGR244C
lcl|BK006941.2_mrna_2513	YGR245C
lcl|BK006941.2_mrna_2514	YGR246C
lcl|BK006941.2_mrna_2515	YGR247W
lcl|BK006941.2_mrna_2516	YGR248W
lcl|BK006941.2_mrna_2517	YGR249W
lcl|BK006941.2_mrna_2518	YGR250C
lcl|BK006941.2_mrna_2519	YGR251W
lcl|BK006941.2_mrna_2520	YGR252W
lcl|BK006941.2_mrna_2521	YGR253C
lcl|BK006941.2_mrna_2522	YGR254W
lcl|BK006941.2_mrna_2523	YGR255C
lcl|BK006941.2_trna_2524	tT(UGU)G2
lcl|BK006941.2_mrna_2525	YGR256W
lcl|BK006941.2_mrna_2526	YGR257C
lcl|BK006941.2_mrna_2527	YGR258C
lcl|BK006941.2_mrna_2528	YGR260W
lcl|BK006941.2_mrna_2529	YGR261C
lcl|BK006941.2_mrna_2530	YGR262C
lcl|BK006941.2_mrna_2531	YGR263C
lcl|BK006941.2_mrna_2532	YGR264C
lcl|BK006941.2_mrna_2533	YGR266W
lcl|BK006941.2_mrna_2534	YGR267C
lcl|BK006941.2_mrna_2535	YGR268C
lcl|BK006941.2_mrna_2536	YGR270W
lcl|BK006941.2_mrna_2537	YGR271W
lcl|BK006941.2_mrna_2538	YGR271C-A
lcl|BK006941.2_mrna_2539	YGR273C
lcl|BK006941.2_mrna_2540	YGR274C
lcl|BK006941.2_mrna_2541	YGR275W
lcl|BK006941.2_mrna_2542	YGR276C
lcl|BK006941.2_mrna_2543	YGR277C
lcl|BK006941.2_mrna_2544	YGR278W
lcl|BK006941.2_mrna_2545	YGR279C
lcl|BK006941.2_mrna_2546	YGR280C
lcl|BK006941.2_mrna_2547	YGR281W
lcl|BK006941.2_mrna_2548	YGR282C
lcl|BK006941.2_mrna_2549	YGR283C
lcl|BK006941.2_mrna_2550	YGR284C
lcl|BK006941.2_mrna_2551	YGR285C
lcl|BK006941.2_mrna_2552	YGR286C
lcl|BK006941.2_mrna_2553	YGR287C
lcl|BK006941.2_mrna_2554	YGR288W
lcl|BK006941.2_mrna_2555	YGR289C
lcl|BK006941.2_mrna_2556	YGR292W
lcl|BK006941.2_mrna_2557	YGR294W
lcl|BK006941.2_mrna_2558	YGR295C
lcl|BK006941.2_mrna_2559	YGR296W
lcl|BK006934.2_mrna_2560	YHL050C
lcl|BK006934.2_mrna_2561	YHL049C
lcl|BK006934.2_mrna_2562	YHL048C-A
lcl|BK006934.2_mrna_2563	YHL048W
lcl|BK006934.2_mrna_2564	YHL047C
lcl|BK006934.2_mrna_2565	YHL046C
lcl|BK006934.2_mrna_2566	YHL044W
lcl|BK006934.2_mrna_2567	YHL043W
lcl|BK006934.2_mrna_2568	YHL042W
lcl|BK006934.2_mrna_2569	YHL041W
lcl|BK006934.2_mrna_2570	YHL040C
lcl|BK006934.2_mrna_2571	YHL039W
lcl|BK006934.2_mrna_2572	YHL038C
lcl|BK006934.2_mrna_2573	YHL037C
lcl|BK006934.2_mrna_2574	YHL036W
lcl|BK006934.2_mrna_2575	YHL035C
lcl|BK006934.2_mrna_2576	YHL034C
lcl|BK006934.2_mrna_2577	YHL033C
lcl|BK006934.2_mrna_2578	YHL032C
lcl|BK006934.2_mrna_2579	YHL031C
